id,first_name,second_name,team,Top_100,Top_1K,Top_10K,Top_100K,Top_1M,Overall
1,Mesut,Özil,1,0.0,0.0,0.0,0.0,0.0,0.45045045045045046
2,Sokratis,Papastathopoulos,1,0.0,0.0,0.0,0.0,0.0,0.0
3,David,Luiz Moreira Marinho,1,0.0,0.0,0.0,0.26109660574412535,0.2597402597402597,0.9009009009009009
4,Pierre-Emerick,Aubameyang,1,26.25,21.942446043165468,22.702702702702705,21.148825065274153,23.376623376623375,14.714714714714713
5,Cédric,Soares,1,0.0,0.0,0.0,0.0,0.0,0.3003003003003003
6,Alexandre,Lacazette,1,6.25,5.0359712230215825,4.054054054054054,6.266318537859007,6.753246753246753,8.408408408408409
7,Shkodran,Mustafi,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
8,Bernd,Leno,1,0.0,1.7985611510791366,1.0810810810810811,0.7832898172323759,3.6363636363636362,6.606606606606606
9,Granit,Xhaka,1,0.0,0.0,0.2702702702702703,0.0,0.0,0.0
10,Pablo,Marí,1,0.0,0.0,0.0,0.0,0.0,0.0
11,Héctor,Bellerín,1,0.0,0.3597122302158274,0.2702702702702703,1.8276762402088773,1.8181818181818181,4.954954954954955
13,Calum,Chambers,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
14,Sead,Kolasinac,1,0.0,0.0,0.0,0.0,0.0,0.0
16,Rob,Holding,1,0.0,1.079136690647482,2.1621621621621623,3.1331592689295036,4.675324675324675,2.2522522522522523
17,Kieran,Tierney,1,15.0,11.870503597122301,12.702702702702704,6.527415143603134,9.87012987012987,8.708708708708707
18,Nicolas,Pépé,1,0.0,0.3597122302158274,0.8108108108108109,0.7832898172323759,0.7792207792207793,1.8018018018018018
19,Lucas,Torreira,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
21,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0
22,Edward,Nketiah,1,0.0,0.0,0.0,0.0,0.0,0.7507507507507507
23,Emile,Smith Rowe,1,3.75,2.877697841726619,3.2432432432432434,6.527415143603134,3.116883116883117,2.8528528528528527
24,Bukayo,Saka,1,7.5,2.158273381294964,6.486486486486487,9.138381201044385,12.727272727272727,7.057057057057057
25,Matteo,Guendouzi,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
26,Gabriel Teodoro,Martinelli Silva,1,0.0,0.0,0.0,0.0,0.0,0.0
27,William,Saliba,1,0.0,0.0,0.0,0.0,0.0,0.45045045045045046
70,Mathew,Ryan,1,0.0,0.0,0.2702702702702703,0.7832898172323759,2.3376623376623376,6.756756756756757
478,Willian,Borges Da Silva,1,0.0,0.0,0.0,0.0,0.0,3.6036036036036037
494,Gabriel,Magalhães,1,0.0,0.0,0.0,0.0,0.2597402597402597,4.954954954954955
501,Daniel,Ceballos Fernández,1,0.0,0.0,0.0,0.0,0.0,0.7507507507507507
526,Mohamed Naser,El Sayed Elneny,1,0.0,0.0,0.0,0.0,0.2597402597402597,0.7507507507507507
527,Matt,Macey,1,0.0,0.0,0.5405405405405406,0.26109660574412535,1.2987012987012987,0.7507507507507507
547,Rúnar Alex,Rúnarsson,1,0.0,0.0,0.0,0.0,0.0,0.0
567,Thomas,Partey,1,0.0,0.0,0.0,0.0,0.0,0.0
645,Martin,Ødegaard,1,1.25,4.676258992805756,5.135135135135135,5.221932114882506,6.233766233766234,3.7537537537537538
689,Miguel,Azeez,1,0.0,0.0,0.0,0.0,0.0,0.0
12,Emiliano,Martínez,2,81.25,84.89208633093526,83.78378378378379,75.45691906005221,73.50649350649351,39.63963963963964
28,Tom,Heaton,2,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
29,Ahmed,El Mohamady,2,0.0,0.7194244604316548,0.2702702702702703,0.5221932114882507,0.2597402597402597,0.3003003003003003
30,Henri,Lansbury,2,0.0,0.0,0.0,0.0,0.0,0.0
31,Neil,Taylor,2,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
32,Jed,Steer,2,2.5,2.5179856115107913,3.5135135135135136,2.8720626631853787,3.6363636363636362,4.354354354354354
33,Conor,Hourihane,2,0.0,0.0,0.0,0.0,0.0,0.0
34,José Ignacio,Peleteiro Romallo,2,0.0,0.0,0.0,0.0,0.0,0.0
