id,Pos,Name,BV,SV,Team,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts
1,1,Leno,47,47,ARS,0,0,1,0.045,1,0.035,3,0.134,3,0.109
2,1,Rúnarsson,40,40,ARS,0,0,0,0,0,0,0,0,0,0
3,3,Willian,63,63,ARS,0,0,0,0,0,0,0,0,0,0
4,4,Aubameyang,100,100,ARS,80,4.575,79,5.84,76,3.412,77,5.65,71,3.627
5,2,Cédric,42,42,ARS,3,0.107,7,0.324,7,0.196,9,0.422,9,0.295
6,4,Lacazette,83,83,ARS,20,1.212,19,1.41,23,1.178,24,1.747,29,1.576
7,3,Xhaka,49,49,ARS,0,0,0,0,0,0,0,0,0,0
8,2,Marí,43,43,ARS,5,0.154,2,0.083,3,0.063,5,0.21,6,0.157
9,2,Bellerín,48,48,ARS,0,0,0,0,0,0,0,0,0,0
10,2,Chambers,42,42,ARS,1,0.037,0,0,0,0,1,0.046,1,0.033
11,2,Kolasinac,43,43,ARS,1,0.03,1,0.039,1,0.022,1,0.039,1,0.027
12,3,Elneny,45,45,ARS,14,0.59,14,0.664,14,0.544,18,0.841,17,0.678
13,3,Maitland-Niles,53,53,ARS,13,0.624,14,0.756,15,0.615,13,0.709,17,0.703
14,2,Holding,42,42,ARS,16,0.516,7,0.317,7,0.177,8,0.356,11,0.31
15,3,Partey,50,50,ARS,82,2.811,78,3.261,75,2.268,75,3.141,79,2.474
16,2,Tierney,49,49,ARS,58,1.979,81,4.013,80,1.639,82,3.96,81,2.161
17,3,Pépé,70,70,ARS,53,2.889,56,3.832,58,2.49,55,3.803,55,2.676
18,3,Torreira,45,45,ARS,0,0,0,0,0,0,0,0,0,0
20,4,Nketiah,54,54,ARS,0,0,0,0,0,0,1,0.076,2,0.117
21,3,Smith Rowe,55,55,ARS,65,2.968,61,3.563,64,2.422,62,3.506,58,2.448
22,3,Saka,63,63,ARS,73,3.534,70,4.316,67,2.631,69,4.253,66,2.869
23,2,Gabriel,50,50,ARS,88,2.717,84,3.855,84,1.557,81,3.67,78,1.969
24,2,Mavropanos,45,45,ARS,0,0,0,0,0,0,0,0,0,0
25,3,Guendouzi,45,45,ARS,0,0,0,0,0,0,0,0,0,0
26,3,Martinelli,52,52,ARS,22,1.277,19,1.368,21,1.057,21,1.493,24,1.281
27,2,Saliba,45,45,ARS,0,0,0,0,0,0,0,0,0,0
67,2,White,44,44,ARS,66,1.95,85,3.704,83,1.476,82,3.543,82,1.964
466,2,Tavares,43,43,ARS,29,1.102,6,0.285,10,0.296,7,0.333,10,0.342
478,3,Sambi Lokonga,48,48,ARS,49,1.795,49,2.036,46,1.537,45,1.908,47,1.633
530,4,Balogun,48,48,ARS,0,0,0,0,1,0.053,1,0.074,1,0.058
531,3,Nelson,50,50,ARS,0,0,0,0,0,0,0,0,0,0
532,1,Hein,40,40,ARS,0,0,0,0,0,0,0,0,0,0
558,3,Ødegaard,55,55,ARS,62,2.256,75,3.441,73,2.357,72,3.288,68,2.441
559,1,Ramsdale,46,45,ARS,89,3.417,88,3.931,88,3.046,86,3.816,86,3.084
572,1,Okonkwo,40,40,ARS,0,0,0,0,0,0,0,0,0,0
590,2,Tomiyasu,46,46,ARS,87,2.744,83,3.893,80,1.566,79,3.687,77,2.024
28,1,Steer,40,40,AVL,0,0,1,0.039,1,0.041,0,0,2,0.07
29,3,Hourihane,49,49,AVL,0,0,0,0,0,0,0,0,0,0
30,1,Martínez,55,55,AVL,90,3.418,88,3.37,88,3.595,89,3.447,87,3.017
31,2,Engels,45,45,AVL,0,0,0,0,0,0,0,0,0,0
32,3,Traoré,57,57,AVL,5,0.297,8,0.472,9,0.565,9,0.531,11,0.576
34,3,Sanson,50,50,AVL,2,0.093,4,0.186,12,0.582,11,0.517,14,0.652
35,3,McGinn,58,58,AVL,82,2.961,77,2.767,76,2.953,77,2.724,74,2.282
36,2,Hause,44,44,AVL,46,1.723,47,1.753,44,1.972,41,1.572,51,1.227
37,3,Trézéguet,54,54,AVL,0,0,0,0,0,0,0,0,0,0
38,2,Mings,50,50,AVL,88,2.683,85,2.631,83,3.109,84,2.661,78,1.549
39,2,Targett,47,47,AVL,88,2.978,84,2.893,82,3.422,80,2.817,80,1.779
40,4,Watkins,73,73,AVL,81,3.632,82,3.58,76,3.614,77,3.324,73,2.692
41,3,Nakamba,45,45,AVL,8,0.342,11,0.475,15,0.683,16,0.703,15,0.632
42,3,El Ghazi,57,57,AVL,17,1.068,16,1.024,20,1.397,21,1.359,23,1.251
43,3,Buendía,63,63,AVL,58,3.059,54,2.808,56,3.126,54,2.747,57,2.389
44,2,Cash,51,51,AVL,86,2.921,84,2.878,79,3.319,81,2.828,78,1.751
45,2,Konsa,49,49,AVL,88,2.684,87,2.677,85,3.169,83,2.636,80,1.582
46,2,Guilbert,45,45,AVL,0,0,0,0,0,0,0,0,0,0
47,4,Wesley,54,54,AVL,0,0,0,0,0,0,0,0,0,0
48,4,Samatta,55,55,AVL,0,0,0,0,0,0,0,0,0,0
49,4,Davis,44,44,AVL,0,0,1,0.06,1,0.064,0,0,6,0.312
50,3,Douglas Luiz,46,46,AVL,77,2.519,75,2.443,70,2.446,70,2.3,66,1.964
51,3,Ramsey,45,45,AVL,41,1.62,45,1.733,40,1.651,39,1.53,45,1.55
52,2,Young,48,48,AVL,4,0.132,7,0.259,10,0.437,12,0.553,11,0.369
283,2,Tuanzebe,45,45,AVL,31,1.064,35,1.206,32,1.304,40,1.382,41,0.929
337,4,Ings,78,78,AVL,74,4.094,73,3.934,73,4.269,70,3.685,70,3.041
492,3,Bailey,64,64,AVL,12,0.692,11,0.614,17,1.009,15,0.837,9,0.457
496,3,Ramsey,45,45,AVL,0,0,0,0,4,0.199,4,0.194,0,0
497,3,Philogene-Bidace,50,50,AVL,0,0,0,0,0,0,0,0,0,0
526,3,Chukwuemeka,45,45,AVL,0,0,0,0,0,0,0,0,0,0
568,4,Archer,45,45,AVL,0,0,0,0,0,0,0,0,0,0
596,1,Sinisalo,40,40,AVL,0,0,0,0,0,0,0,0,0,0
610,2,Bogarde,40,40,AVL,0,0,0,0,0,0,0,0,0,0
76,2,Jansson,47,47,BRE,86,2.748,84,3.587,84,2.623,79,2.751,77,1.927
77,3,Nørgaard,50,50,BRE,83,2.66,81,2.946,76,2.47,79,2.603,78,2.292
78,4,Toney,66,65,BRE,85,4.558,82,5.303,84,4.503,78,4.411,76,3.506
79,3,Fosu,52,52,BRE,6,0.315,3,0.172,4,0.211,5,0.274,4,0.197
80,1,Raya,46,46,BRE,0,0,0,0,0,0,0,0,0,0
81,3,Canós,55,55,BRE,78,2.816,74,3.086,70,2.575,70,2.65,70,2.347
82,3,Dasilva,53,53,BRE,0,0,0,0,0,0,0,0,0,0
83,2,Henry,45,45,BRE,87,2.929,82,3.753,81,2.744,82,3.023,79,2.098
84,3,Janelt,50,50,BRE,15,0.55,28,1.19,50,1.883,56,2.113,52,1.796
85,3,Ghoddos,53,53,BRE,10,0.56,10,0.638,7,0.404,9,0.521,14,0.734
86,3,Jensen,49,49,BRE,74,2.651,66,2.771,62,2.315,58,2.254,58,2.015
87,2,Goode,39,39,BRE,0,0,2,0.07,1,0.029,4,0.126,4,0.102
88,4,Forss,53,53,BRE,4,0.258,4,0.32,2,0.129,5,0.346,4,0.241
89,2,Roerslev,43,43,BRE,10,0.403,11,0.524,14,0.596,15,0.738,18,0.727
90,2,Sørensen,43,43,BRE,0,0,0,0,0,0,0,0,0,0
91,2,Pinnock,47,47,BRE,68,2.304,82,3.801,79,2.71,77,2.904,78,2.079
92,1,Balcombe,40,40,BRE,0,0,0,0,0,0,0,0,0,0
93,3,Zamburek,45,45,BRE,1,0.043,0,0,1,0.043,2,0.089,4,0.175
94,1,Gunnarsson,40,40,BRE,0,0,0,0,0,0,0,0,0,0
