id,first_name,second_name,team,Top_100,Top_1K,Top_10K,Top_100K,Top_1M,Overall
1,Mesut,Özil,1,0.0,0.0,0.0,0.0,0.0,0.45045045045045046
2,Sokratis,Papastathopoulos,1,0.0,0.0,0.0,0.0,0.0,0.0
3,David,Luiz Moreira Marinho,1,0.0,0.0,0.0,0.0,0.0,0.7507507507507507
4,Pierre-Emerick,Aubameyang,1,0.0,1.444043321299639,0.8108108108108109,1.0443864229765014,1.5584415584415585,7.207207207207207
5,Cédric,Soares,1,0.0,0.0,0.0,0.5221932114882507,0.0,0.15015015015015015
6,Alexandre,Lacazette,1,0.0,0.36101083032490977,1.0810810810810811,0.7832898172323759,1.2987012987012987,3.003003003003003
7,Shkodran,Mustafi,1,0.0,0.0,0.0,0.0,0.0,0.0
8,Bernd,Leno,1,2.5,6.137184115523466,5.675675675675676,3.3942558746736298,7.012987012987012,6.606606606606606
9,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.45045045045045046
10,Pablo,Marí,1,0.0,0.0,0.0,0.0,0.0,0.0
11,Héctor,Bellerín,1,0.0,0.0,0.0,0.5221932114882507,0.2597402597402597,5.105105105105105
13,Calum,Chambers,1,0.0,0.0,0.2702702702702703,0.0,0.0,0.0
14,Sead,Kolasinac,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
16,Rob,Holding,1,32.5,28.880866425992778,25.135135135135133,19.843342036553523,9.87012987012987,3.903903903903904
17,Kieran,Tierney,1,0.0,0.0,0.0,0.0,0.7792207792207793,3.453453453453453
18,Nicolas,Pépé,1,0.0,0.0,0.0,0.0,0.2597402597402597,1.0510510510510511
19,Lucas,Torreira,1,0.0,0.0,0.0,0.0,0.0,0.0
21,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0
22,Edward,Nketiah,1,1.25,0.36101083032490977,0.0,0.26109660574412535,0.0,0.15015015015015015
23,Emile,Smith Rowe,1,7.5,10.469314079422382,8.91891891891892,6.527415143603134,4.415584415584416,2.5525525525525525
24,Bukayo,Saka,1,1.25,6.4981949458483745,5.405405405405405,5.483028720626632,9.090909090909092,8.108108108108109
25,Matteo,Guendouzi,1,0.0,0.0,0.0,0.0,0.0,0.0
26,Gabriel Teodoro,Martinelli Silva,1,0.0,0.7220216606498195,0.8108108108108109,0.26109660574412535,0.7792207792207793,0.3003003003003003
27,William,Saliba,1,0.0,0.0,0.0,0.0,0.0,0.45045045045045046
70,Mathew,Ryan,1,0.0,0.0,0.8108108108108109,0.0,0.7792207792207793,5.255255255255255
478,Willian,Borges Da Silva,1,0.0,0.0,0.0,0.0,0.0,3.303303303303303
494,Gabriel,Magalhães,1,0.0,0.0,0.0,0.26109660574412535,0.5194805194805194,4.804804804804805
501,Daniel,Ceballos Fernández,1,0.0,0.0,0.5405405405405406,0.5221932114882507,0.0,1.0510510510510511
526,Mohamed Naser,El Sayed Elneny,1,0.0,0.36101083032490977,0.2702702702702703,0.0,0.2597402597402597,1.3513513513513513
527,Matt,Macey,1,0.0,0.0,0.0,0.0,0.5194805194805194,1.0510510510510511
547,Rúnar Alex,Rúnarsson,1,0.0,0.0,0.0,0.0,0.0,0.0
567,Thomas,Partey,1,0.0,0.0,0.0,0.0,0.0,0.3003003003003003
645,Martin,Ødegaard,1,0.0,0.0,0.0,0.0,0.5194805194805194,0.3003003003003003
689,Miguel,Azeez,1,0.0,0.0,0.0,0.0,0.0,0.0
12,Emiliano,Martínez,2,36.25,36.8231046931408,38.91891891891892,46.47519582245431,60.51948051948052,37.38738738738739
28,Tom,Heaton,2,0.0,0.0,0.0,0.0,0.0,0.0
29,Ahmed,El Mohamady,2,0.0,0.0,0.0,0.0,0.2597402597402597,0.15015015015015015
30,Henri,Lansbury,2,0.0,0.0,0.0,0.0,0.0,0.0
31,Neil,Taylor,2,0.0,0.0,0.0,0.0,0.0,0.0
32,Jed,Steer,2,1.25,1.444043321299639,1.3513513513513513,2.610966057441253,2.857142857142857,5.555555555555555
33,Conor,Hourihane,2,0.0,0.0,0.0,0.0,0.0,0.0
34,José Ignacio,Peleteiro Romallo,2,0.0,0.0,0.0,0.0,0.0,0.0
35,Ørjan,Nyland,2,0.0,0.0,0.0,0.0,0.2597402597402597,3.903903903903904
