id,Pos,Name,BV,SV,Team,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts
1,1,Leno,48,48,ARS,6,0.242,9,0.398,6,0.252,4,0.157,6,0.271
2,1,Rúnarsson,40,40,ARS,0,0,0,0,0,0,0,0,0,0
3,3,Willian,63,63,ARS,0,0,0,0,0,0,0,0,0,0
4,4,Aubameyang,99,99,ARS,82,4.727,72,5.027,77,5.039,74,4.187,74,5.296
5,2,Cédric,43,43,ARS,7,0.272,9,0.417,13,0.579,10,0.378,12,0.582
6,4,Lacazette,83,83,ARS,17,1.117,26,1.917,20,1.445,23,1.469,24,1.84
7,3,Xhaka,49,49,ARS,0,0,0,0,0,0,0,0,0,0
8,2,Marí,43,43,ARS,0,0,4,0.164,7,0.267,4,0.127,7,0.302
9,2,Bellerín,48,48,ARS,0,0,0,0,0,0,0,0,0,0
10,2,Chambers,43,43,ARS,0,0,0,0,1,0.043,1,0.038,0,0
11,2,Kolasinac,43,43,ARS,0,0,0,0,0,0,1,0.031,1,0.039
12,3,Elneny,45,45,ARS,9,0.374,7,0.309,10,0.427,13,0.545,15,0.691
13,3,Maitland-Niles,53,53,ARS,17,0.712,17,0.748,19,0.813,22,0.883,19,0.838
14,2,Holding,43,43,ARS,5,0.195,8,0.351,7,0.288,11,0.373,13,0.582
15,3,Partey,50,50,ARS,82,2.683,82,2.963,79,2.762,73,2.392,77,2.882
16,2,Tierney,49,49,ARS,86,3.259,83,4.048,82,3.595,79,2.811,80,4.024
17,3,Pépé,71,71,ARS,59,3.361,66,4.434,64,4.04,71,3.797,63,4.385
18,3,Torreira,45,45,ARS,0,0,0,0,0,0,0,0,0,0
20,4,Nketiah,54,54,ARS,0,0,0,0,1,0.07,2,0.126,2,0.15
21,3,Smith Rowe,53,53,ARS,63,3.126,55,3.185,57,3.126,52,2.51,48,2.842
22,3,Saka,63,63,ARS,68,3.589,65,4.055,64,3.78,67,3.377,65,4.184
23,2,Gabriel,50,50,ARS,85,2.999,82,3.725,81,3.308,82,2.67,78,3.664
24,2,Mavropanos,45,45,ARS,0,0,0,0,0,0,0,0,0,0
25,3,Guendouzi,45,45,ARS,0,0,0,0,0,0,0,0,0,0
26,3,Martinelli,52,52,ARS,16,0.964,18,1.219,16,1.052,16,0.943,20,1.432
27,2,Saliba,45,45,ARS,0,0,0,0,0,0,0,0,0,0
67,2,White,44,44,ARS,88,2.897,85,3.621,83,3.189,80,2.486,80,3.548
466,2,Tavares,43,43,ARS,3,0.125,6,0.282,7,0.318,10,0.414,9,0.44
478,3,Sambi Lokonga,49,49,ARS,53,1.926,56,2.223,54,2.072,54,1.907,51,2.087
530,4,Balogun,49,49,ARS,0,0,0,0,0,0,1,0.064,1,0.076
531,3,Nelson,50,50,ARS,0,0,0,0,0,0,0,0,0,0
532,1,Hein,40,40,ARS,0,0,0,0,0,0,0,0,0,0
558,3,Ødegaard,55,55,ARS,67,2.748,65,3.1,71,3.178,65,2.619,70,3.369
559,1,Ramsdale,45,45,ARS,83,3.34,81,3.593,83,3.486,85,3.312,83,3.749
