id,Pos,Name,BV,SV,Team,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts
1,1,Leno,50,50,ARS,89,3.322,88,3.056,88,3.976,86,3.555,86,3.446
2,1,Rúnarsson,40,40,ARS,0,0,0,0,1,0.045,3,0.124,3,0.12
3,3,Willian,64,64,ARS,1,0.042,2,0.074,0,0,0,0,1,0.05
4,4,Aubameyang,99,99,ARS,39,1.948,72,2.95,73,4.792,74,4.038,72,3.878
5,2,Cédric,45,45,ARS,0,0,0,0,1,0.048,1,0.039,1,0.037
6,4,Lacazette,84,84,ARS,14,0.67,34,1.41,60,3.975,60,3.316,60,3.261
7,3,Xhaka,50,50,ARS,87,2.478,83,2.155,81,2.786,77,2.398,75,2.309
8,2,Marí,45,45,ARS,69,2.03,69,1.307,57,2.669,48,1.829,45,1.594
9,2,Bellerín,49,49,ARS,19,0.594,20,0.414,21,1.03,20,0.798,20,0.742
10,2,Chambers,45,45,ARS,63,1.997,62,1.275,59,2.993,59,2.413,60,2.292
11,2,Kolasinac,45,45,ARS,0,0,0,0,2,0.1,1,0.041,2,0.077
12,3,Elneny,45,45,ARS,0,0,1,0.031,1,0.037,0,0,0,0
13,3,Maitland-Niles,55,55,ARS,1,0.037,3,0.101,1,0.045,1,0.04,1,0.039
14,2,Holding,44,44,ARS,23,0.672,26,0.499,21,0.95,18,0.668,13,0.448
15,3,Partey,50,50,ARS,0,0,0,0,24,0.893,51,1.671,68,2.197
16,2,Tierney,50,50,ARS,87,2.783,84,1.731,82,4.236,82,3.406,79,3.06
17,3,Pépé,74,74,ARS,73,3.74,63,2.552,59,4.072,61,3.454,62,3.449
18,3,Torreira,45,45,ARS,4,0.128,8,0.243,6,0.219,3,0.101,2,0.067
20,4,Nketiah,55,55,ARS,0,0,0,0,0,0,0,0,1,0.057
21,3,Smith Rowe,55,55,ARS,64,2.616,40,1.465,30,1.69,34,1.637,29,1.378
22,3,Saka,64,64,ARS,61,2.793,55,2.151,45,2.932,43,2.335,44,2.341
23,2,Gabriel,50,50,ARS,0,0,0,0,19,0.932,35,1.39,48,1.769
24,2,Mavropanos,45,45,ARS,0,0,0,0,0,0,0,0,0,0
25,3,Guendouzi,45,45,ARS,0,0,0,0,0,0,0,0,0,0
26,3,Martinelli,55,55,ARS,39,1.841,26,1.043,19,1.192,18,0.954,17,0.882
27,2,Saliba,45,45,ARS,0,0,0,0,0,0,0,0,0,0
67,2,White,45,45,ARS,86,2.462,83,1.52,81,3.693,77,2.849,72,2.469
466,2,Tavares,45,45,ARS,8,0.251,13,0.274,14,0.687,14,0.56,15,0.56
478,3,Sambi Lokonga,50,50,ARS,85,2.492,81,2.171,62,2.334,41,1.424,30,1.04
530,4,Balogun,50,50,ARS,39,1.88,17,0.733,9,0.606,9,0.511,10,0.568
531,3,Nelson,50,50,ARS,14,0.618,6,0.232,3,0.172,3,0.148,3,0.146
532,1,Hein,40,40,ARS,0,0,0,0,0,0,0,0,0,0
28,1,Steer,40,40,AVL,0,0,1,0.041,1,0.034,1,0.04,1,0.034
29,3,Hourihane,50,50,AVL,0,0,0,0,0,0,0,0,0,0
30,1,Martínez,55,55,AVL,89,3.696,88,3.641,88,3.023,88,3.505,88,3.04
31,2,Engels,45,45,AVL,0,0,0,0,0,0,0,0,0,0
32,3,Traoré,60,60,AVL,0,0,0,0,6,0.23,13,0.618,21,0.793
34,3,Sanson,50,50,AVL,28,1.187,28,1.226,23,0.793,23,0.969,23,0.808
35,3,McGinn,60,60,AVL,84,3.04,80,2.976,76,2.189,74,2.617,77,2.23
36,2,Hause,45,45,AVL,1,0.04,2,0.081,5,0.102,9,0.325,9,0.181
37,3,Trézéguet,55,55,AVL,0,0,0,0,0,0,0,0,0,0
38,2,Mings,50,50,AVL,89,3.504,86,3.422,84,1.541,83,2.896,81,1.487
39,2,Targett,50,50,AVL,88,3.404,87,3.404,83,1.503,82,2.822,80,1.447
40,4,Watkins,74,75,AVL,30,1.445,59,2.889,63,2.222,59,2.716,59,2.16
41,3,Nakamba,45,45,AVL,44,1.462,26,0.894,21,0.621,24,0.798,21,0.626
42,3,El Ghazi,60,60,AVL,54,3.119,44,2.554,42,1.658,44,2.358,42,1.703
43,3,Buendía,65,65,AVL,77,3.867,72,3.681,69,2.436,66,3.15,64,2.326
44,2,Cash,50,50,AVL,86,3.361,85,3.357,82,1.497,84,2.913,80,1.46
45,2,Konsa,50,50,AVL,89,3.482,86,3.399,82,1.499,80,2.77,82,1.491
46,2,Guilbert,45,45,AVL,3,0.121,4,0.164,7,0.142,5,0.182,8,0.162
47,4,Wesley,55,55,AVL,15,0.793,10,0.55,9,0.371,12,0.618,11,0.459
48,4,Samatta,55,55,AVL,0,0,0,0,0,0,0,0,0,0
49,4,Davis,45,45,AVL,0,0,0,0,0,0,0,0,0,0
50,3,Douglas Luiz,45,45,AVL,16,0.517,50,1.631,68,1.804,64,1.991,63,1.705
51,3,Ramsey,45,45,AVL,17,0.672,9,0.428,9,0.326,11,0.495,13,0.405
52,2,Young,50,50,AVL,2,0.082,1,0.042,1,0.021,1,0.037,1,0.021
283,2,Tuanzebe,45,45,AVL,0,0,4,0.149,6,0.113,7,0.231,7,0.131
337,4,Ings,80,80,AVL,78,4.506,76,4.476,74,2.918,73,3.998,70,2.863
492,3,Bailey,65,65,AVL,77,3.654,73,3.499,70,2.368,69,3.111,69,2.381
496,3,Ramsey,45,45,AVL,0,0,0,0,0,0,0,0,0,0
497,3,Philogene-Bidace,50,50,AVL,0,0,0,0,0,0,0,0,0,0
526,3,Chukwuemeka,45,45,AVL,0,0,0,0,0,0,0,0,0,0
76,2,Jansson,45,45,BRE,88,2.726,84,2.244,84,2.906,81,2.268,82,1.757
77,3,Nørgaard,50,50,BRE,85,2.59,81,2.409,82,2.623,80,2.387,79,2.236
78,4,Toney,65,65,BRE,84,4.373,83,4.162,80,4.558,80,3.954,78,3.542
79,3,Fosu,54,54,BRE,1,0.043,1,0.042,2,0.092,1,0.042,3,0.119
80,1,Raya,45,45,BRE,90,3.458,89,3.259,88,3.526,88,3.254,87,3.041
81,3,Canós,55,55,BRE,72,2.687,69,2.503,68,2.725,67,2.426,65,2.227
82,3,Dasilva,55,55,BRE,0,0,0,0,0,0,0,0,0,0
83,2,Henry,45,45,BRE,68,2.219,65,1.84,65,2.372,65,1.92,66,1.506
84,3,Janelt,50,50,BRE,79,2.481,77,2.351,73,2.441,74,2.285,74,2.17
85,3,Ghoddos,55,55,BRE,8,0.375,13,0.567,14,0.685,14,0.617,16,0.578
86,3,Jensen,50,50,BRE,0,0,0,0,0,0,0,0,0,0
87,2,Goode,40,40,BRE,6,0.193,4,0.113,6,0.213,8,0.234,8,0.185
88,4,Forss,55,55,BRE,4,0.219,7,0.368,9,0.53,10,0.517,12,0.572
