id,first_name,second_name,team,Top_100,Top_1K,Top_10K,Top_100K,Top_1M,Overall
1,Mesut,Özil,1,0.0,0.0,0.0,0.0,0.0,0.7507507507507507
2,Sokratis,Papastathopoulos,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
3,David,Luiz Moreira Marinho,1,0.0,0.0,0.0,0.0,0.0,0.6006006006006006
4,Pierre-Emerick,Aubameyang,1,0.0,0.0,0.2702702702702703,0.0,0.2597402597402597,6.156156156156156
5,Cédric,Soares,1,0.0,0.0,0.0,0.0,0.0,0.45045045045045046
6,Alexandre,Lacazette,1,2.5,2.158273381294964,1.3513513513513513,2.3498694516971277,5.974025974025974,7.5075075075075075
7,Shkodran,Mustafi,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
8,Bernd,Leno,1,6.25,2.877697841726619,3.2432432432432434,4.177545691906006,3.3766233766233764,6.756756756756757
9,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.45045045045045046
10,Pablo,Marí,1,0.0,0.0,0.0,0.0,0.2597402597402597,0.0
11,Héctor,Bellerín,1,0.0,0.0,1.0810810810810811,0.0,1.8181818181818181,5.105105105105105
13,Calum,Chambers,1,0.0,0.0,0.0,0.0,0.0,0.0
14,Sead,Kolasinac,1,0.0,0.0,0.0,0.0,0.0,0.3003003003003003
16,Rob,Holding,1,23.75,14.748201438848922,14.594594594594595,9.39947780678851,10.649350649350648,6.606606606606606
17,Kieran,Tierney,1,0.0,0.3597122302158274,0.2702702702702703,1.0443864229765014,2.0779220779220777,4.354354354354354
18,Nicolas,Pépé,1,0.0,0.0,0.0,0.0,0.0,1.0510510510510511
19,Lucas,Torreira,1,0.0,0.0,0.0,0.0,0.0,0.0
21,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0
22,Edward,Nketiah,1,0.0,0.0,0.0,0.0,0.0,0.45045045045045046
23,Emile,Smith Rowe,1,1.25,2.5179856115107913,5.135135135135135,6.005221932114883,4.415584415584416,1.6516516516516515
24,Bukayo,Saka,1,7.5,11.151079136690647,10.0,13.054830287206268,12.207792207792208,10.06006006006006
25,Matteo,Guendouzi,1,0.0,0.0,0.0,0.0,0.0,0.0
26,Gabriel Teodoro,Martinelli Silva,1,0.0,0.0,0.0,0.0,0.0,0.45045045045045046
