id,first_name,second_name,team,Top_100,Top_1K,Top_10K,Top_100K,Top_1M,Overall
1,Mesut,Özil,1,0.0,0.0,0.0,0.0,0.0,0.9009009009009009
2,Sokratis,Papastathopoulos,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
3,David,Luiz Moreira Marinho,1,0.0,0.0,0.0,0.0,0.0,0.45045045045045046
4,Pierre-Emerick,Aubameyang,1,0.0,0.3597122302158274,0.0,0.7832898172323759,2.5974025974025974,7.057057057057057
5,Cédric,Soares,1,0.0,0.3597122302158274,0.5405405405405406,0.0,0.0,0.15015015015015015
6,Alexandre,Lacazette,1,12.5,8.633093525179856,10.81081081081081,13.838120104438643,15.844155844155845,9.30930930930931
7,Shkodran,Mustafi,1,0.0,0.0,0.0,0.0,0.0,0.0
8,Bernd,Leno,1,10.0,6.83453237410072,7.297297297297297,6.005221932114883,3.896103896103896,7.207207207207207
9,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.2597402597402597,0.3003003003003003
10,Pablo,Marí,1,0.0,0.3597122302158274,0.0,0.0,0.0,0.3003003003003003
11,Héctor,Bellerín,1,0.0,0.0,0.5405405405405406,0.0,0.7792207792207793,3.453453453453453
13,Calum,Chambers,1,0.0,0.3597122302158274,0.2702702702702703,0.26109660574412535,0.2597402597402597,0.3003003003003003
14,Sead,Kolasinac,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
16,Rob,Holding,1,32.5,28.05755395683453,25.405405405405407,22.193211488250654,9.090909090909092,6.156156156156156
17,Kieran,Tierney,1,0.0,0.0,0.5405405405405406,0.5221932114882507,0.7792207792207793,3.903903903903904
18,Nicolas,Pépé,1,0.0,0.3597122302158274,0.0,0.0,0.7792207792207793,1.3513513513513513
19,Lucas,Torreira,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
21,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
22,Edward,Nketiah,1,0.0,0.0,0.0,0.0,0.0,0.6006006006006006
23,Emile,Smith Rowe,1,3.75,7.194244604316546,2.9729729729729732,4.43864229765013,4.675324675324675,2.2522522522522523
24,Bukayo,Saka,1,2.5,4.676258992805756,4.864864864864865,5.483028720626632,5.454545454545454,5.8558558558558556
25,Matteo,Guendouzi,1,0.0,0.0,0.0,0.0,0.0,0.3003003003003003
26,Gabriel Teodoro,Martinelli Silva,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
27,William,Saliba,1,0.0,0.0,0.0,0.0,0.0,0.9009009009009009
70,Mathew,Ryan,1,0.0,0.0,0.0,0.0,2.3376623376623376,6.156156156156156
478,Willian,Borges Da Silva,1,0.0,0.0,0.0,0.0,0.0,3.003003003003003
494,Gabriel,Magalhães,1,0.0,0.3597122302158274,0.0,0.0,0.0,4.504504504504505
501,Daniel,Ceballos Fernández,1,0.0,0.0,0.0,0.0,0.0,0.3003003003003003
526,Mohamed Naser,El Sayed Elneny,1,0.0,0.0,0.0,0.0,0.0,0.7507507507507507
527,Matt,Macey,1,0.0,0.0,0.0,0.26109660574412535,0.5194805194805194,0.7507507507507507
547,Rúnar Alex,Rúnarsson,1,0.0,0.0,0.0,0.0,0.0,0.3003003003003003
567,Thomas,Partey,1,0.0,0.0,0.0,0.0,0.0,0.45045045045045046
645,Martin,Ødegaard,1,0.0,0.3597122302158274,0.5405405405405406,0.26109660574412535,0.7792207792207793,0.9009009009009009
689,Miguel,Azeez,1,0.0,0.0,0.0,0.0,0.0,0.0
12,Emiliano,Martínez,2,47.5,55.39568345323741,51.891891891891895,59.268929503916446,61.038961038961034,40.99099099099099
28,Tom,Heaton,2,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
29,Ahmed,El Mohamady,2,0.0,0.0,0.2702702702702703,0.0,0.5194805194805194,0.45045045045045046
30,Henri,Lansbury,2,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
31,Neil,Taylor,2,0.0,0.0,0.0,0.0,0.0,0.0
32,Jed,Steer,2,1.25,1.079136690647482,1.6216216216216217,3.3942558746736298,4.1558441558441555,4.2042042042042045
33,Conor,Hourihane,2,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
34,José Ignacio,Peleteiro Romallo,2,0.0,0.0,0.0,0.0,0.0,0.0
35,Ørjan,Nyland,2,0.0,0.3597122302158274,0.0,0.5221932114882507,1.2987012987012987,2.8528528528528527
36,Bjorn,Engels,2,0.0,0.0,0.0,0.0,0.0,0.0
37,Jack,Grealish,2,0.0,0.0,0.2702702702702703,0.26109660574412535,1.2987012987012987,15.615615615615615
38,John,McGinn,2,0.0,0.0,0.0,0.0,0.0,0.7507507507507507
39,Kortney,Hause,2,0.0,0.0,0.0,0.0,0.0,0.0
40,Mahmoud Ahmed,Ibrahim Hassan,2,0.0,0.0,0.0,0.0,0.0,0.45045045045045046
41,Tyrone,Mings,2,0.0,0.0,0.2702702702702703,0.26109660574412535,3.116883116883117,8.708708708708707
42,Matt,Targett,2,13.750000000000002,14.388489208633093,17.027027027027028,19.843342036553523,25.71428571428571,13.813813813813812
43,James,Bree,2,0.0,0.0,0.0,0.0,0.0,0.0
44,Marvelous,Nakamba,2,0.0,0.0,0.0,0.0,0.0,0.0
45,Anwar,El Ghazi,2,0.0,0.7194244604316548,0.0,0.0,0.5194805194805194,0.45045045045045046
46,Ezri,Konsa Ngoyo,2,10.0,8.273381294964029,7.027027027027027,9.39947780678851,6.753246753246753,6.456456456456457
47,Frédéric,Guilbert,2,0.0,0.0,0.0,0.0,0.0,0.0
48,Wesley,Moraes,2,0.0,0.0,0.0,0.0,0.0,0.0
49,Mbwana,Samatta,2,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
50,Keinan,Davis,2,15.0,8.273381294964029,6.486486486486487,4.699738903394255,3.896103896103896,9.15915915915916
51,Indiana,Vassilev,2,0.0,0.0,0.0,0.0,0.0,0.3003003003003003
52,Douglas Luiz,Soares de Paulo,2,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
106,Ross,Barkley,2,0.0,0.0,0.0,0.0,0.0,0.7507507507507507
496,Matthew,Cash,2,0.0,0.0,0.2702702702702703,0.0,0.2597402597402597,0.6006006006006006
514,Ollie,Watkins,2,26.25,31.654676258992804,27.56756756756757,30.809399477806785,33.246753246753244,21.17117117117117
540,Bertrand,Traoré,2,0.0,0.0,0.2702702702702703,0.5221932114882507,0.5194805194805194,0.9009009009009009
554,Jacob,Ramsey,2,0.0,0.0,0.0,0.0,0.0,0.0
647,Morgan,Sanson,2,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
671,Kaine,Hayden,2,0.0,0.0,0.0,0.0,0.0,0.0
672,Carney,Chukwuemeka,2,0.0,0.0,0.0,0.0,0.0,0.0
683,Jaden,Philogene-Bidace,2,0.0,0.0,0.0,0.0,0.0,0.0
53,Glenn,Murray,3,0.0,0.0,0.0,0.0,0.0,0.0
54,Adam,Lallana,3,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
57,Pascal,Groß,3,0.0,0.0,0.2702702702702703,0.26109660574412535,0.2597402597402597,0.15015015015015015
58,Shane,Duffy,3,0.0,0.0,0.0,0.0,0.0,0.0
59,Davy,Pröpper,3,0.0,0.0,0.0,0.0,0.0,0.0
60,Aaron,Mooy,3,0.0,0.0,0.0,0.0,0.0,0.0
61,Dan,Burn,3,0.0,2.158273381294964,1.6216216216216217,2.3498694516971277,1.2987012987012987,0.45045045045045046
62,Lewis,Dunk,3,10.0,11.151079136690647,11.081081081081082,8.093994778067886,14.025974025974024,7.957957957957958
63,Martín,Montoya,3,0.0,0.0,0.0,0.0,0.0,0.0
64,Florin,Andone,3,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
65,Solomon,March,3,0.0,0.0,0.0,0.0,0.0,0.6006006006006006
66,Adam,Webster,3,0.0,0.0,0.2702702702702703,0.0,0.0,1.2012012012012012
67,Joël,Veltman,3,22.5,15.827338129496402,17.83783783783784,9.660574412532636,6.233766233766234,1.5015015015015014
68,Neal,Maupay,3,1.25,0.3597122302158274,1.0810810810810811,0.5221932114882507,1.2987012987012987,2.8528528528528527
