id,Pos,Name,BV,SV,Team,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts
1,1,Leno,49,49,ARS,30,1.347,30,1.237,32,1.267,32,1.293,33,1.465
2,1,Rúnarsson,40,40,ARS,0,0,0,0,0,0,0,0,0,0
3,3,Willian,63,63,ARS,0,0,0,0,0,0,0,0,0,0
4,4,Aubameyang,99,99,ARS,76,4.946,73,3.988,72,3.873,71,3.724,70,4.345
5,2,Cédric,44,44,ARS,73,3.639,69,2.826,67,2.534,67,2.552,68,3.309
6,4,Lacazette,84,84,ARS,60,4.223,61,3.586,56,3.251,58,3.274,59,3.93
7,3,Xhaka,49,49,ARS,0,0,0,0,79,2.378,76,2.295,75,2.525
8,2,Marí,44,44,ARS,15,0.659,12,0.437,15,0.514,18,0.626,18,0.79
9,2,Bellerín,48,48,ARS,0,0,0,0,0,0,0,0,0,0
10,2,Chambers,44,44,ARS,10,0.497,9,0.385,2,0.078,4,0.157,3,0.137
11,2,Kolasinac,44,44,ARS,0,0,1,0.034,1,0.032,3,0.099,3,0.118
12,3,Elneny,45,45,ARS,0,0,0,0,0,0,0,0,1,0.046
13,3,Maitland-Niles,54,54,ARS,4,0.207,4,0.192,0,0,0,0,1,0.053
14,2,Holding,43,43,ARS,18,0.805,16,0.601,16,0.56,18,0.638,18,0.796
15,3,Partey,50,50,ARS,76,2.777,79,2.593,72,2.368,72,2.343,72,2.619
16,2,Tierney,49,49,ARS,86,4.406,84,3.462,83,3.126,80,3.069,80,3.95
17,3,Pépé,72,72,ARS,41,2.867,44,2.572,43,2.453,43,2.408,45,2.964
18,3,Torreira,45,45,ARS,0,0,0,0,0,0,0,0,0,0
20,4,Nketiah,54,54,ARS,1,0.075,1,0.066,2,0.135,2,0.133,2,0.147
21,3,Smith Rowe,54,54,ARS,20,1.356,26,1.534,26,1.509,26,1.479,29,1.876
22,3,Saka,63,63,ARS,60,3.834,58,3.132,60,3.139,58,2.995,57,3.489
23,2,Gabriel,50,50,ARS,63,3.014,69,2.689,69,2.483,63,2.274,64,2.981
24,2,Mavropanos,45,45,ARS,0,0,0,0,0,0,0,0,0,0
25,3,Guendouzi,45,45,ARS,0,0,0,0,0,0,0,0,0,0
26,3,Martinelli,54,54,ARS,26,1.847,25,1.538,27,1.62,29,1.689,27,1.815
27,2,Saliba,45,45,ARS,0,0,0,0,0,0,0,0,0,0
67,2,White,44,44,ARS,84,3.766,83,3.025,77,2.619,78,2.66,79,3.448
466,2,Tavares,44,44,ARS,11,0.535,14,0.602,16,0.655,17,0.699,16,0.782
478,3,Sambi Lokonga,50,50,ARS,87,3.1,84,2.667,25,0.972,27,1.032,27,1.126
530,4,Balogun,50,50,ARS,3,0.224,3,0.196,4,0.263,4,0.257,4,0.294
531,3,Nelson,50,50,ARS,0,0,0,0,0,0,0,0,0,0
532,1,Hein,40,40,ARS,0,0,0,0,0,0,0,0,0,0
