id,Pos,Name,BV,SV,Team,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts
1,1,Leno,47,47,ARS,0,0,2,0.078,1,0.046,3,0.105,3,0.133
2,1,Rúnarsson,40,40,ARS,0,0,0,0,0,0,0,0,0,0
3,3,Willian,63,63,ARS,0,0,0,0,0,0,0,0,0,0
4,4,Aubameyang,99,99,ARS,81,5.337,79,4.374,76,5.55,77,3.413,72,5.165
5,2,Cédric,43,43,ARS,2,0.082,6,0.219,8,0.376,8,0.229,9,0.422
6,4,Lacazette,83,83,ARS,23,1.605,23,1.419,29,2.182,27,1.389,30,2.242
7,3,Xhaka,49,49,ARS,0,0,0,0,0,0,0,0,0,0
8,2,Marí,43,43,ARS,0,0,4,0.124,4,0.171,5,0.108,7,0.296
9,2,Bellerín,48,48,ARS,0,0,0,0,0,0,0,0,0,0
10,2,Chambers,43,43,ARS,0,0,0,0,0,0,0,0,2,0.092
11,2,Kolasinac,43,43,ARS,0,0,0,0,0,0,1,0.023,1,0.039
12,3,Elneny,45,45,ARS,14,0.635,16,0.665,20,0.929,17,0.65,17,0.793
13,3,Maitland-Niles,53,53,ARS,13,0.583,14,0.602,12,0.552,16,0.653,15,0.811
14,2,Holding,42,42,ARS,1,0.048,4,0.151,6,0.276,15,0.34,8,0.354
15,3,Partey,50,50,ARS,82,2.937,79,2.552,78,3.02,75,2.164,74,2.835
16,2,Tierney,49,49,ARS,87,3.759,84,2.801,83,4.116,83,1.717,81,3.884
17,3,Pépé,71,71,ARS,57,3.598,55,2.959,49,3.467,52,2.288,48,3.352
18,3,Torreira,45,45,ARS,0,0,0,0,0,0,0,0,0,0
20,4,Nketiah,54,54,ARS,0,0,0,0,0,0,1,0.054,1,0.075
21,3,Smith Rowe,54,54,ARS,63,3.383,63,2.861,64,3.686,57,2.226,59,3.303
22,3,Saka,64,63,ARS,52,3.099,61,3.15,65,4.284,63,2.626,65,4.175
23,2,Gabriel,50,50,ARS,89,3.629,84,2.652,82,3.864,79,1.573,80,3.636
24,2,Mavropanos,45,45,ARS,0,0,0,0,0,0,0,0,0,0
25,3,Guendouzi,45,45,ARS,0,0,0,0,0,0,0,0,0,0
26,3,Martinelli,52,52,ARS,25,1.653,21,1.239,21,1.496,24,1.19,30,2.056
27,2,Saliba,45,45,ARS,0,0,0,0,0,0,0,0,0,0
67,2,White,44,44,ARS,89,3.435,86,2.583,85,3.792,78,1.487,82,3.544
466,2,Tavares,43,43,ARS,3,0.133,6,0.243,6,0.289,6,0.206,8,0.388
478,3,Sambi Lokonga,49,49,ARS,46,1.862,45,1.675,43,1.873,51,1.661,49,2.035
530,4,Balogun,48,48,ARS,0,0,1,0.061,1,0.074,0,0,1,0.074
531,3,Nelson,50,50,ARS,0,0,0,0,0,0,0,0,0,0
532,1,Hein,40,40,ARS,0,0,0,0,0,0,0,0,0,0
558,3,Ødegaard,55,55,ARS,78,3.313,76,2.799,75,3.378,72,2.36,70,3.234
559,1,Ramsdale,46,45,ARS,90,3.782,87,3.362,88,3.974,86,2.986,86,3.807
572,1,Okonkwo,40,40,ARS,0,0,0,0,0,0,0,0,0,0
590,2,Tomiyasu,46,46,ARS,86,3.595,82,2.672,80,3.876,81,1.651,79,3.687
28,1,Steer,40,40,AVL,0,0,0,0,1,0.039,2,0.082,2,0.078
29,3,Hourihane,49,49,AVL,0,0,0,0,0,0,0,0,0,0
30,1,Martínez,55,55,AVL,89,3.174,89,3.415,88,3.382,87,3.546,87,3.371
31,2,Engels,45,45,AVL,0,0,0,0,0,0,0,0,0,0
32,3,Traoré,58,58,AVL,4,0.217,5,0.31,6,0.346,8,0.507,9,0.537
34,3,Sanson,50,50,AVL,5,0.224,7,0.33,9,0.425,9,0.436,14,0.657
35,3,McGinn,58,58,AVL,85,2.887,82,3.108,81,2.984,81,3.23,76,2.799
36,2,Hause,44,44,AVL,39,1.253,44,1.714,44,1.689,46,2.05,41,1.57
37,3,Trézéguet,54,54,AVL,0,0,0,0,0,0,0,0,0,0
38,2,Mings,50,50,AVL,89,2.201,84,2.664,83,2.624,83,3.124,84,2.681
39,2,Targett,48,48,AVL,88,2.422,83,2.963,82,2.896,82,3.481,77,2.804
40,4,Watkins,73,73,AVL,80,3.231,78,3.623,79,3.551,76,3.711,75,3.324
41,3,Nakamba,45,45,AVL,15,0.629,15,0.671,22,0.948,20,0.904,25,1.05
42,3,El Ghazi,57,57,AVL,14,0.803,15,0.977,15,0.985,19,1.369,18,1.195
43,3,Buendía,63,63,AVL,30,1.46,29,1.574,32,1.701,29,1.635,31,1.6
44,2,Cash,51,51,AVL,85,2.348,84,2.93,81,2.826,78,3.321,75,2.718
45,2,Konsa,49,49,AVL,88,2.188,87,2.731,81,2.59,81,3.067,81,2.603
46,2,Guilbert,45,45,AVL,0,0,0,0,0,0,0,0,0,0
47,4,Wesley,54,54,AVL,0,0,0,0,0,0,0,0,0,0
48,4,Samatta,55,55,AVL,0,0,0,0,0,0,0,0,0,0
49,4,Davis,44,44,AVL,0,0,0,0,0,0,0,0,8,0.47
50,3,Douglas Luiz,46,46,AVL,80,2.458,80,2.641,77,2.534,77,2.695,73,2.427
51,3,Ramsey,45,45,AVL,59,2.03,60,2.201,55,2.03,55,2.136,56,2.047
52,2,Young,48,48,AVL,3,0.091,7,0.265,11,0.54,9,0.385,13,0.595
283,2,Tuanzebe,45,45,AVL,33,0.891,35,1.165,42,1.365,41,1.574,47,1.523
337,4,Ings,78,78,AVL,78,3.77,75,4.242,74,4.034,73,4.335,72,3.839
492,3,Bailey,64,64,AVL,13,0.681,14,0.801,11,0.626,10,0.599,8,0.46
496,3,Ramsey,45,45,AVL,0,0,0,0,0,0,0,0,0,0
497,3,Philogene-Bidace,50,50,AVL,0,0,0,0,0,0,3,0.165,0,0
526,3,Chukwuemeka,45,45,AVL,0,0,0,0,0,0,0,0,0,0
568,4,Archer,45,45,AVL,0,0,0,0,0,0,0,0,0,0
596,1,Sinisalo,40,40,AVL,0,0,0,0,0,0,0,0,0,0
610,2,Bogarde,40,40,AVL,0,0,0,0,0,0,0,0,0,0
76,2,Jansson,47,47,BRE,88,2.798,82,2.654,83,3.507,79,2.52,80,2.664
77,3,Nørgaard,50,50,BRE,83,2.705,81,2.602,78,2.854,77,2.491,75,2.474
78,4,Toney,65,65,BRE,85,4.89,82,4.534,82,5.449,79,4.39,77,4.365
79,3,Fosu,52,52,BRE,7,0.381,5,0.263,4,0.234,4,0.215,5,0.275
80,1,Raya,46,46,BRE,90,3.494,89,3.492,87,3.76,86,3.333,85,3.365
81,3,Canós,55,55,BRE,77,2.896,75,2.771,71,3.069,70,2.608,70,2.668
82,3,Dasilva,53,53,BRE,0,0,0,0,0,0,0,0,0,0
83,2,Henry,45,45,BRE,87,3.014,85,2.939,84,3.835,76,2.68,77,2.845
84,3,Janelt,50,50,BRE,46,1.747,53,1.987,54,2.26,59,2.164,56,2.096
85,3,Ghoddos,53,53,BRE,7,0.402,9,0.545,10,0.647,8,0.461,12,0.721
86,3,Jensen,49,49,BRE,60,2.311,55,2.131,54,2.359,50,1.962,55,2.156
87,2,Goode,39,39,BRE,0,0,2,0.059,2,0.07,2,0.059,2,0.06
88,4,Forss,53,53,BRE,5,0.337,5,0.339,3,0.242,3,0.2,4,0.285
89,2,Roerslev,43,43,BRE,9,0.363,11,0.46,15,0.764,18,0.855,17,0.833
90,2,Sørensen,43,43,BRE,0,0,0,0,0,0,0,0,0,0
91,2,Pinnock,46,46,BRE,85,3.02,81,2.88,81,3.783,79,2.759,77,2.842
92,1,Balcombe,40,40,BRE,0,0,0,0,0,0,0,0,0,0
93,3,Zamburek,45,45,BRE,1,0.044,3,0.134,2,0.094,0,0,7,0.329
94,1,Gunnarsson,40,40,BRE,0,0,0,0,0,0,0,0,0,0
