id,first_name,second_name,team,Top_100_in,Top_1K_in,Top_10K_in,Top_50K_in,Top_100K_in,Top_250K_in,Top_500K_in,Top_100_out,Top_1K_out,Top_10K_out,Top_50K_out,Top_100K_out,Top_250K_out,Top_500K_out
1,Cédric,Alves Soares,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0
3,Granit,Xhaka,1,0.0,1.6,1.0999999999999999,1.15,1.06,1.3333333333333335,1.1320000000000001,4.0,1.2,1.0999999999999999,1.2,1.52,1.4666666666666666,1.424
4,Mohamed,Elneny,1,0.0,0.0,0.15,0.325,0.13999999999999999,0.35333333333333333,0.272,0.0,0.0,0.35000000000000003,0.35000000000000003,0.13999999999999999,0.3,0.22799999999999998
5,Rob,Holding,1,0.0,0.0,0.05,0.05,0.0,0.013333333333333334,0.008,0.0,0.0,0.05,0.025,0.0,0.006666666666666667,0.008
6,Thomas,Partey,1,0.0,0.0,0.05,0.125,0.1,0.08,0.096,0.0,0.0,0.1,0.1,0.12,0.05333333333333334,0.08800000000000001
7,Martin,Ødegaard,1,13.333333333333334,11.799999999999999,11.899999999999999,11.575000000000001,10.54,11.126666666666667,10.74,4.0,4.6,4.9,4.475,4.6,4.586666666666667,4.076
8,Kieran,Tierney,1,0.0,0.0,0.3,0.025,0.12,0.20666666666666667,0.168,0.0,0.0,0.15,0.0,0.12,0.11333333333333334,0.07200000000000001
9,Nicolas,Pépé,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Benjamin,White,1,21.333333333333336,15.6,21.7,20.724999999999998,22.82,22.286666666666665,21.560000000000002,9.333333333333334,9.8,10.6,9.675,9.719999999999999,8.959999999999999,8.012
11,Eddie,Nketiah,1,6.666666666666667,10.0,6.45,7.925,7.199999999999999,6.746666666666666,6.532,0.0,4.6,1.95,2.5,2.2399999999999998,2.3333333333333335,2.236
12,Emile,Smith Rowe,1,0.0,0.2,0.0,0.0,0.0,0.02,0.0,0.0,0.2,0.0,0.0,0.0,0.013333333333333334,0.0
13,Bukayo,Saka,1,16.0,8.6,12.3,10.8,11.06,10.266666666666667,9.844,17.333333333333336,8.4,11.05,12.174999999999999,11.28,11.76,10.688
14,Takehiro,Tomiyasu,1,0.0,0.0,0.25,0.075,0.1,0.10666666666666667,0.124,4.0,0.2,0.44999999999999996,0.35000000000000003,0.27999999999999997,0.32666666666666666,0.388
15,Aaron,Ramsdale,1,4.0,5.2,8.0,6.6000000000000005,7.48,6.566666666666666,6.392,6.666666666666667,3.8,3.95,3.775,4.7,4.066666666666666,4.136
16,Gabriel,dos Santos Magalhães,1,8.0,10.0,9.55,8.55,10.36,9.306666666666667,9.075999999999999,5.333333333333334,6.2,8.25,6.0249999999999995,6.800000000000001,6.279999999999999,5.9479999999999995
17,Nuno,Varela Tavares,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Albert,Sambi Lokonga,1,0.0,0.0,0.0,0.0,0.02,0.0,0.012,0.0,0.0,0.0,0.025,0.04,0.006666666666666667,0.024
19,Gabriel,Martinelli Silva,1,9.333333333333334,6.2,8.55,8.625,7.359999999999999,8.12,7.736,2.666666666666667,11.4,12.45,12.725,11.44,13.5,12.895999999999999
20,Pablo,Marí Villar,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lucas,Torreira di Pascua,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
23,Reiss,Nelson,1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.04,0.03333333333333333,0.04
