id,first_name,second_name,team,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
1,Cédric,Alves Soares,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004
3,Granit,Xhaka,1,0.0,2.6,2.1,1.25,1.5599999999999998,1.6733333333333333,1.6920000000000002
4,Mohamed,Elneny,1,0.0,0.0,0.0,0.25,0.12,0.24,0.2
5,Rob,Holding,1,0.0,0.0,0.0,0.025,0.0,0.006666666666666667,0.004
6,Thomas,Partey,1,0.0,0.0,0.05,0.125,0.08,0.11333333333333334,0.096
7,Martin,Ødegaard,1,18.666666666666668,17.8,15.25,14.899999999999999,13.56,13.973333333333333,14.084
8,Kieran,Tierney,1,0.0,0.0,0.15,0.025,0.08,0.12666666666666665,0.164
9,Nicolas,Pépé,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Benjamin,White,1,38.666666666666664,28.999999999999996,35.6,32.45,32.9,31.973333333333333,30.364
11,Eddie,Nketiah,1,6.666666666666667,5.4,4.5,5.425,4.96,4.42,4.3
12,Emile,Smith Rowe,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.008
13,Bukayo,Saka,1,18.666666666666668,12.2,16.25,15.45,16.98,15.973333333333334,16.46
14,Takehiro,Tomiyasu,1,0.0,0.0,0.05,0.1,0.1,0.13999999999999999,0.13999999999999999
15,Aaron,Ramsdale,1,6.666666666666667,9.0,9.049999999999999,9.525,9.78,9.2,9.248000000000001
16,Gabriel,dos Santos Magalhães,1,16.0,19.400000000000002,15.75,15.65,15.939999999999998,15.633333333333333,14.927999999999999
17,Nuno,Varela Tavares,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Albert,Sambi Lokonga,1,0.0,0.4,0.0,0.0,0.0,0.013333333333333334,0.012
19,Gabriel,Martinelli Silva,1,80.0,68.4,73.15,73.2,73.76,72.48,70.964
20,Pablo,Marí Villar,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lucas,Torreira di Pascua,1,0.0,0.0,0.0,0.025,0.0,0.0,0.004
23,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Matt,Turner,1,0.0,0.6,0.35000000000000003,0.5,0.38,0.5,0.5519999999999999
25,Fábio,Ferreira Vieira,1,0.0,0.0,0.0,0.0,0.0,0.0,0.008
26,William,Saliba,1,29.333333333333332,42.4,38.4,40.0,39.160000000000004,37.60666666666667,39.34
27,Marcus,Oliveira Alencar,1,0.0,0.0,0.0,0.025,0.0,0.006666666666666667,0.004
28,Gabriel,Fernando de Jesus,1,0.0,2.4,2.85,4.75,5.84,7.066666666666667,9.54
313,Oleksandr,Zinchenko,1,0.0,0.2,0.35000000000000003,0.75,0.96,0.8666666666666666,0.972
607,Matthew,Smith,1,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0
630,Ethan,Nwaneri,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,Lino,Sousa,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004
655,Karl,Hein,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
29,Philippe,Coutinho Correia,2,0.0,0.0,0.0,0.0,0.0,0.02,0.036000000000000004
30,Danny,Ings,2,5.333333333333334,1.4000000000000001,0.7000000000000001,0.42500000000000004,0.5,0.7466666666666667,0.8880000000000001
31,Emiliano,Martínez Romero,2,0.0,0.8,0.5,0.525,0.84,0.9533333333333333,0.996
