id,first_name,second_name,team,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
1,Cédric,Alves Soares,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Mohamed,Elneny,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Rob,Holding,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Thomas,Partey,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Martin,Ødegaard,1,0.0,0.0,0.0,0.0,0.0,0.0,0.012
8,Kieran,Tierney,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Nicolas,Pépé,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Benjamin,White,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
11,Eddie,Nketiah,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Emile,Smith Rowe,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Bukayo,Saka,1,0.0,0.0,0.1,0.1,0.13999999999999999,0.18,0.164
14,Takehiro,Tomiyasu,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Aaron,Ramsdale,1,0.0,0.0,0.0,0.0,0.0,0.0,0.008
16,Gabriel,dos Santos Magalhães,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Nuno,Varela Tavares,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Albert,Sambi Lokonga,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Gabriel,Martinelli Silva,1,0.0,0.0,0.15,0.35000000000000003,0.38,0.5866666666666667,0.84
20,Pablo,Marí Villar,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lucas,Torreira di Pascua,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Matt,Turner,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Fábio,Ferreira Vieira,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,William,Saliba,1,0.0,0.0,0.0,0.025,0.02,0.006666666666666667,0.02
27,Marcus,Oliveira Alencar,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Gabriel,Fernando de Jesus,1,5.333333333333334,1.4000000000000001,1.25,1.675,1.8599999999999999,2.16,3.004
313,Oleksandr,Zinchenko,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,Matthew,Smith,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,Ethan,Nwaneri,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,Lino,Sousa,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Philippe,Coutinho Correia,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Danny,Ings,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Emiliano,Martínez Romero,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Calum,Chambers,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Lucas,Digne,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Bertrand,Traoré,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Robin,Olsen,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Morgan,Sanson,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,John,McGinn,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Kortney,Hause,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Tyrone,Mings,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Ollie,Watkins,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Marvelous,Nakamba,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Emiliano,Buendía Stati,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Matty,Cash,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Ezri,Konsa Ngoyo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Leon,Bailey,2,0.0,0.0,0.0,0.0,0.0,0.0,0.004
46,Douglas Luiz,Soares de Paulo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Jacob,Ramsey,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tim,Iroegbunam,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Diego Carlos,Santos Silva,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Anwar,El Ghazi,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Keinan,Davis,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Boubacar,Kamara,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Cameron,Archer,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Jaden,Philogene-Bidace,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Frédéric,Guilbert,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,Jan,Bednarek,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Leander,Dendoncker,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,Ludwig,Augustinsson,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Kaine,Kesler Hayden,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,Ashley,Young,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,Lamare,Bogarde,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Adam,Smith,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Junior,Stanislas,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Ryan,Fredericks,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,David,Brooks,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Jamal,Lowe,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Kieffer,Moore,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Emiliano,Marcondes,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Jefferson,Lerma Solís,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Jack,Stacey,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Dominic,Solanke,3,0.0,0.0,0.0,0.025,0.0,0.04666666666666667,0.004
67,Lewis,Cook,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Ben,Pearson,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Ryan,Christie,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Philip,Billing,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Chris,Mepham,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Mark,Travers,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Lloyd,Kelly,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Siriki,Dembélé,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Jaidon,Anthony,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Jordan,Zemura,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Will,Dennis,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Jack,Stephens,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,Joe,Rothwell,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,Marcus,Tavernier,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,James,Hill,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,Norberto,Murara Neto,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,Marcos,Senesi,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,Christian,Saydee,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,Owen,Bevan,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Pontus,Jansson,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Christian,Nørgaard,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Ivan,Toney,4,0.0,0.6,0.25,0.15,0.26,0.3,0.272
81,David,Raya Martin,4,0.0,0.0,0.0,0.0,0.0,0.0,0.004
82,Sergi,Canós Tenés,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Josh,Dasilva,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Kristoffer,Ajer,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Rico,Henry,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Vitaly,Janelt,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Saman,Ghoddos,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Mathias,Jensen,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Yoane,Wissa,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Mads,Roerslev Rasmussen,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Mads,Bech Sørensen,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Ethan,Pinnock,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Frank,Onyeka,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Shandon,Baptiste,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Bryan,Mbeumo,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Charlie,Goode,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Marcus,Forss,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Dominic,Thompson,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Mads,Bidstrup,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Ellery,Balcombe,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,Aaron,Hickey,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,Keane,Lewis-Potter,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Thomas,Strakosha,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,Ben,Mee,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,Fin,Stevens,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,Halil,Dervişoğlu,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,Mikkel,Damsgaard,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,Mathias,Jorgensen,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,Ryan,Trevitt,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Matthew,Cox,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Adam,Lallana,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Jason,Steele,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Danny,Welbeck,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Pascal,Groß,5,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004
106,Lewis,Dunk,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Solly,March,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Adam,Webster,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Joël,Veltman,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Leandro,Trossard,5,0.0,0.0,0.0,0.05,0.1,0.08666666666666667,0.11199999999999999
113,Robert,Sánchez,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Tariq,Lamptey,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Steven,Alzate,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Alexis,Mac Allister,5,0.0,0.0,0.0,0.0,0.0,0.0,0.008
117,Jakub,Moder,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Enock,Mwepu,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Jeremy,Sarmiento Morante,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Moisés,Caicedo Corozo,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Taylor,Richards,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Haydon,Roberts,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Deniz,Undav,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Kaoru,Mitoma,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Julio,Enciso,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Kacper,Kozłowski,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Billy,Gilmour,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,Kjell,Scherpen,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,Matt,Clarke,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,Jan Paul,van Hecke,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,Levi,Colwill,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,Pervis,Estupiñán,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,Evan,Ferguson,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Ed,Turns,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Carney,Chukwuemeka,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Marc,Cucurella Saseta,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,César,Azpilicueta,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Thiago,Emiliano da Silva,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Marcos,Alonso,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Jorge Luiz,Frello Filho,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Ross,Barkley,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Mateo,Kovacic,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Kepa,Arrizabalaga,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,N'Golo,Kanté,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Hakim,Ziyech,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Ruben,Loftus-Cheek,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Timo,Werner,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Robert Kenedy,Nunes do Nascimento,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Ben,Chilwell,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Christian,Pulisic,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Trevoh,Chalobah,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Mason,Mount,6,0.0,0.0,0.05,0.0,0.02,0.02,0.04
143,Malang,Sarr,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Callum,Hudson-Odoi,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Kai,Havertz,6,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.008
146,Reece,James,6,0.0,0.0,0.05,0.0,0.0,0.02,0.008
147,Edouard,Mendy,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Conor,Gallagher,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Armando,Broja,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Ethan,Ampadu,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Wesley,Fofana,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Raheem,Sterling,6,0.0,0.0,0.0,0.0,0.06,0.06666666666666667,0.064
520,Kalidou,Koulibaly,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,Harvey,Vale,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Denis,Zakaria,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Pierre-Emerick,Aubameyang,6,0.0,0.0,0.0,0.0,0.08,0.05333333333333334,0.08800000000000001
635,Marcus,Bettinelli,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Vicente,Guaita,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,James,Tomkins,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,James,McArthur,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Christian,Benteke,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Joel,Ward,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Nathaniel,Clyne,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Luka,Milivojevic,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Jordan,Ayew,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Wilfried,Zaha,7,0.0,0.0,0.05,0.075,0.12,0.09333333333333334,0.136
161,Jeffrey,Schlupp,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Jack,Butland,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
