id,first_name,second_name,team,Top_100,Top_1K,Top_10K,Top_100K,Top_1M,Overall
1,Mesut,Özil,1,0.0,0.0,0.0,0.0,0.0,1.5521064301552108
2,Sokratis,Papastathopoulos,1,0.0,0.0,0.0,0.0,0.0,0.6651884700665188
3,David,Luiz Moreira Marinho,1,0.0,0.0,0.27100271002710025,0.0,0.26666666666666666,2.2172949002217295
4,Pierre-Emerick,Aubameyang,1,90.0,89.20863309352518,92.41192411924119,87.4015748031496,76.26666666666667,52.106430155210646
5,Cédric,Soares,1,0.0,0.0,0.0,0.26246719160104987,0.8,0.0
6,Alexandre,Lacazette,1,0.0,0.0,0.27100271002710025,0.5249343832020997,1.0666666666666667,1.7738359201773837
7,Shkodran,Mustafi,1,0.0,0.0,0.0,0.0,0.0,0.0
8,Bernd,Leno,1,0.0,1.7985611510791366,0.5420054200542005,3.149606299212598,4.8,7.317073170731707
9,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.4434589800443459
10,Pablo,Marí,1,0.0,0.0,0.0,0.0,0.0,0.0
11,Héctor,Bellerín,1,3.75,4.316546762589928,2.9810298102981028,2.6246719160104988,3.733333333333334,2.2172949002217295
13,Calum,Chambers,1,0.0,0.0,0.0,0.0,0.0,0.0
14,Sead,Kolasinac,1,0.0,0.0,0.0,0.0,0.0,0.6651884700665188
16,Rob,Holding,1,6.25,5.39568345323741,2.9810298102981028,2.099737532808399,1.866666666666667,1.1086474501108647
17,Kieran,Tierney,1,3.75,4.676258992805756,4.0650406504065035,8.923884514435695,10.133333333333333,10.864745011086473
18,Nicolas,Pépé,1,0.0,0.7194244604316548,0.0,0.0,1.866666666666667,1.9955654101995564
19,Lucas,Torreira,1,0.0,0.0,0.0,0.0,0.0,0.22172949002217296
21,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0
22,Edward,Nketiah,1,0.0,2.158273381294964,2.4390243902439024,1.837270341207349,2.933333333333333,1.3303769401330376
23,Emile,Smith Rowe,1,0.0,0.0,0.0,0.0,0.0,0.22172949002217296
24,Bukayo,Saka,1,6.25,5.39568345323741,7.8590785907859075,6.824146981627297,9.6,6.430155210643015
25,Matteo,Guendouzi,1,0.0,0.0,0.0,0.0,0.0,0.22172949002217296
26,Gabriel Teodoro,Martinelli Silva,1,0.0,0.0,0.0,0.0,0.0,0.0
27,William,Saliba,1,7.5,5.0359712230215825,6.775067750677506,6.299212598425196,4.533333333333333,4.212860310421286
70,Mathew,Ryan,1,15.0,16.546762589928058,17.073170731707318,21.784776902887142,28.53333333333333,17.96008869179601
478,Willian,Borges Da Silva,1,2.5,3.237410071942446,1.6260162601626018,3.4120734908136483,6.933333333333333,9.75609756097561
494,Gabriel,Magalhães,1,0.0,0.0,0.0,0.0,1.0666666666666667,2.882483370288248
501,Daniel,Ceballos Fernández,1,1.25,1.079136690647482,1.3550135501355014,1.574803149606299,2.4,1.7738359201773837
526,Mohamed Naser,El Sayed Elneny,1,0.0,0.0,0.0,0.0,0.0,0.0
527,Matt,Macey,1,0.0,0.0,0.0,0.0,0.0,0.0
547,Rúnar Alex,Rúnarsson,1,0.0,0.0,0.0,0.0,0.0,0.0
567,Thomas,Partey,1,0.0,0.0,0.0,0.0,0.0,0.0
645,Martin,Ødegaard,1,0.0,0.0,0.0,0.0,0.0,0.0
689,Miguel,Azeez,1,0.0,0.0,0.0,0.0,0.0,0.0
