id,Pos,Name,BV,SV,Team,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts
1,1,Leno,46,46,ARS,1,0.035,0,0,2,0.073,2,0.081,4,0.174
2,1,Rúnarsson,40,40,ARS,0,0,0,0,0,0,0,0,0,0
3,3,Willian,63,63,ARS,0,0,0,0,0,0,0,0,0,0
4,4,Aubameyang,100,100,ARS,55,2.501,82,5.869,81,3.948,70,4.044,77,5.237
5,2,Cédric,42,42,ARS,1,0.029,2,0.09,3,0.099,6,0.236,7,0.318
6,4,Lacazette,83,83,ARS,67,2.765,66,3.855,59,2.61,60,2.965,61,3.504
7,3,Xhaka,48,48,ARS,0,0,0,0,0,0,0,0,0,0
8,2,Marí,42,42,ARS,1,0.022,4,0.17,10,0.271,2,0.068,2,0.08
9,2,Bellerín,48,48,ARS,0,0,0,0,0,0,0,0,0,0
10,2,Chambers,42,42,ARS,0,0,0,0,0,0,1,0.039,3,0.137
11,2,Kolasinac,43,43,ARS,0,0,0,0,0,0,0,0,0,0
12,3,Elneny,44,44,ARS,9,0.393,4,0.199,11,0.478,5,0.234,12,0.572
13,3,Maitland-Niles,53,53,ARS,12,0.547,12,0.664,15,0.693,13,0.643,17,0.837
14,2,Holding,42,42,ARS,1,0.035,0,0,7,0.218,7,0.264,4,0.184
15,3,Partey,50,50,ARS,54,1.713,75,3.207,77,2.513,76,2.733,74,3.027
16,2,Tierney,48,48,ARS,70,1.61,73,3.707,79,2.247,75,2.892,70,3.321
17,3,Pépé,69,69,ARS,46,2.141,37,2.596,41,1.995,41,2.307,32,2.181
18,3,Torreira,45,45,ARS,0,0,0,0,0,0,0,0,0,0
20,4,Nketiah,54,54,ARS,1,0.055,1,0.077,1,0.059,1,0.065,2,0.149
21,3,Smith Rowe,58,58,ARS,73,2.884,66,4.077,67,2.881,67,3.29,66,3.832
22,3,Saka,63,63,ARS,81,3.008,71,4.122,69,2.832,72,3.368,70,3.849
23,2,Gabriel,51,51,ARS,89,1.909,88,4.348,81,2.248,87,3.242,86,3.96
24,2,Mavropanos,45,45,ARS,0,0,0,0,0,0,0,0,0,0
25,3,Guendouzi,45,45,ARS,0,0,0,0,0,0,0,0,0,0
26,3,Martinelli,52,52,ARS,14,0.74,12,0.853,10,0.558,14,0.863,12,0.828
27,2,Saliba,45,45,ARS,0,0,0,0,0,0,0,0,0,0
67,2,White,44,44,ARS,89,1.694,88,3.852,82,2.044,85,2.84,84,3.43
466,2,Tavares,43,43,ARS,20,0.589,19,0.947,16,0.549,22,0.912,24,1.161
478,3,Sambi Lokonga,48,48,ARS,75,2.244,65,2.624,76,2.333,73,2.48,61,2.414
530,4,Balogun,48,48,ARS,0,0,1,0.076,0,0,2,0.129,3,0.221
531,3,Nelson,50,50,ARS,0,0,0,0,0,0,0,0,0,0
532,1,Hein,40,40,ARS,0,0,0,0,0,0,0,0,0,0
558,3,Ødegaard,55,55,ARS,51,1.867,48,2.455,33,1.422,45,2.002,51,2.495
559,1,Ramsdale,48,46,ARS,89,3.097,90,4.041,88,3.186,88,3.551,86,3.726
572,1,Okonkwo,40,40,ARS,0,0,0,0,0,0,0,0,0,0
590,2,Tomiyasu,46,46,ARS,89,1.801,85,3.987,82,2.184,76,2.784,80,3.52
28,1,Steer,40,40,AVL,0,0,2,0.075,4,0.14,4,0.157,5,0.173
29,3,Hourihane,49,49,AVL,0,0,0,0,0,0,0,0,0,0
30,1,Martínez,55,55,AVL,90,3.638,88,3.25,86,2.979,86,3.363,83,2.845
31,2,Engels,45,45,AVL,0,0,0,0,0,0,0,0,0,0
32,3,Traoré,57,57,AVL,6,0.373,10,0.55,9,0.461,15,0.9,21,0.974
34,3,Sanson,50,50,AVL,0,0,4,0.181,5,0.22,8,0.375,18,0.743
35,3,McGinn,58,58,AVL,75,2.749,73,2.476,73,2.236,68,2.5,73,2.102
36,2,Hause,44,44,AVL,0,0,3,0.089,2,0.047,3,0.1,9,0.182
37,3,Trézéguet,54,54,AVL,0,0,0,0,0,0,0,0,0,0
38,2,Mings,49,49,AVL,84,3.039,86,2.437,83,1.608,86,2.834,77,1.103
39,2,Targett,47,47,AVL,88,3.253,81,2.406,84,1.669,78,2.715,75,1.146
40,4,Watkins,73,73,AVL,68,3.148,63,2.562,66,2.403,58,2.658,55,1.906
41,3,Nakamba,45,45,AVL,34,1.195,47,1.606,56,1.774,48,1.759,46,1.46
42,3,El Ghazi,56,56,AVL,39,2.478,38,2.104,34,1.705,32,2.016,34,1.578
43,3,Buendía,62,62,AVL,63,3.518,58,2.869,60,2.564,57,3.12,47,1.945
44,2,Cash,51,51,AVL,86,3.173,85,2.458,82,1.643,81,2.756,80,1.172
45,2,Konsa,49,49,AVL,86,3.117,82,2.364,82,1.606,77,2.604,77,1.126
46,2,Guilbert,45,45,AVL,0,0,0,0,0,0,0,0,0,0
47,4,Wesley,54,54,AVL,0,0,0,0,0,0,0,0,0,0
48,4,Samatta,55,55,AVL,0,0,0,0,0,0,0,0,0,0
49,4,Davis,44,44,AVL,1,0.063,1,0.058,2,0.106,1,0.064,4,0.205
50,3,Douglas Luiz,45,45,AVL,85,2.698,81,2.395,80,2.185,79,2.469,74,1.974
51,3,Ramsey,45,45,AVL,39,1.61,32,1.287,39,1.411,36,1.476,42,1.422
52,2,Young,47,47,AVL,6,0.227,10,0.383,10,0.33,17,0.8,23,0.642
283,2,Tuanzebe,45,45,AVL,11,0.371,12,0.354,17,0.405,21,0.758,21,0.41
337,4,Ings,77,77,AVL,55,3.308,68,3.46,56,2.564,65,3.662,67,2.696
492,3,Bailey,64,64,AVL,68,3.61,63,2.949,58,2.434,65,3.394,53,2.096
496,3,Ramsey,45,45,AVL,2,0.1,0,0,0,0,1,0.05,1,0.047
497,3,Philogene-Bidace,50,50,AVL,1,0.053,2,0.1,0,0,0,0,0,0
526,3,Chukwuemeka,45,45,AVL,1,0.043,1,0.042,0,0,1,0.043,0,0
568,4,Archer,45,45,AVL,0,0,1,0.058,0,0,0,0,0,0
596,1,Sinisalo,40,40,AVL,0,0,0,0,0,0,0,0,2,0.069
610,2,Bogarde,40,40,AVL,0,0,0,0,0,0,0,0,0,0
76,2,Jansson,47,47,BRE,88,2.657,87,2.89,81,1.934,84,2.128,79,3.07
77,3,Nørgaard,50,50,BRE,83,2.715,79,2.688,83,2.441,75,2.351,72,2.65
78,4,Toney,67,65,BRE,87,4.477,82,4.42,81,3.546,85,3.967,84,4.971
79,3,Fosu,51,51,BRE,4,0.206,3,0.155,3,0.144,0,0,3,0.166
80,1,Raya,45,45,BRE,0,0,0,0,0,0,0,0,0,0
81,3,Canós,55,55,BRE,79,2.819,79,2.845,70,2.336,68,2.36,74,2.899
82,3,Dasilva,53,53,BRE,0,0,0,0,0,0,0,0,0,0
83,2,Henry,45,45,BRE,84,2.993,85,3.297,84,2.262,80,2.396,79,3.574
84,3,Janelt,50,50,BRE,63,2.247,50,1.909,41,1.479,49,1.741,49,1.987
85,3,Ghoddos,53,53,BRE,24,1.106,21,0.996,17,0.764,18,0.829,17,0.864
86,3,Jensen,49,49,BRE,37,1.439,63,2.388,60,2.047,71,2.382,65,2.609
87,2,Goode,39,39,BRE,67,2.267,14,0.55,19,0.592,14,0.464,22,0.966
88,4,Forss,53,53,BRE,12,0.731,20,1.212,19,1.03,24,1.302,19,1.268
89,2,Roerslev,43,43,BRE,16,0.674,13,0.607,21,0.832,25,1.026,18,0.967
90,2,Sørensen,43,43,BRE,0,0,0,0,0,0,0,0,0,0
91,2,Pinnock,47,47,BRE,88,2.863,87,3.115,82,2.09,81,2.245,80,3.346
92,1,Balcombe,40,40,BRE,0,0,0,0,0,0,0,0,0,0
93,3,Zamburek,45,45,BRE,0,0,2,0.088,0,0,1,0.042,2,0.092
94,1,Gunnarsson,39,39,BRE,0,0,0,0,0,0,0,0,0,0
95,4,Dervişoğlu,54,54,BRE,0,0,0,0,0,0,0,0,0,0
96,3,Mbeumo,56,55,BRE,80,4.089,74,3.946,75,3.246,66,3.103,67,4.025
97,3,Bidstrup,44,44,BRE,0,0,1,0.043,2,0.085,2,0.086,1,0.045
479,3,Onyeka,49,49,BRE,26,1.121,24,1.063,34,1.302,29,1.172,32,1.402
483,2,Ajer,45,45,BRE,0,0,0,0,0,0,0,0,0,0
498,2,Thompson,44,44,BRE,0,0,0,0,1,0.031,1,0.033,5,0.21
499,3,Baptiste,49,49,BRE,19,0.832,21,0.942,20,0.847,30,1.193,19,0.893
524,3,Wissa,59,59,BRE,8,0.431,15,0.872,17,0.872,8,0.44,23,1.44
556,1,Fernández,45,45,BRE,89,3.427,90,3.569,90,3.189,83,3.012,90,3.724
569,2,Stevens,40,40,BRE,2,0.079,0,0,1,0.035,2,0.073,1,0.044
594,2,Zanka,45,45,BRE,24,0.906,77,2.943,83,2.221,84,2.399,79,3.516
614,3,Maghoma,45,45,BRE,0,0,0,0,0,0,0,0,0,0
619,1,Cox,40,40,BRE,0,0,0,0,0,0,0,0,0,0
53,3,Lallana,54,54,BHA,69,2.728,68,2.954,55,2.096,71,2.792,70,2.872
54,1,Steele,40,40,BHA,90,3.446,0,0,0,0,2,0.078,2,0.08
