id,first_name,second_name,team,Top_100,Top_1K,Top_10K,Top_100K,Top_1M,Overall
1,Mesut,Özil,1,0.0,0.0,0.0,0.0,0.0,0.6379585326953748
2,Sokratis,Papastathopoulos,1,0.0,0.0,0.0,0.0,0.0,0.0
3,David,Luiz Moreira Marinho,1,0.0,0.0,0.0,0.0,0.0,0.7974481658692184
4,Pierre-Emerick,Aubameyang,1,0.0,0.0,0.0,0.0,0.0,7.974481658692185
5,Cédric,Soares,1,0.0,0.0,0.0,0.0,0.0,0.4784688995215311
6,Alexandre,Lacazette,1,0.0,0.0,0.0,0.0,0.0,2.711323763955343
7,Shkodran,Mustafi,1,0.0,0.0,0.0,0.0,0.0,0.1594896331738437
8,Bernd,Leno,1,0.0,0.7194244604316548,1.0810810810810811,0.7832898172323759,2.864583333333333,8.452950558213717
9,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.6379585326953748
10,Pablo,Marí,1,0.0,0.0,0.0,0.0,0.0,0.0
11,Héctor,Bellerín,1,2.5,2.877697841726619,3.783783783783784,3.6553524804177546,5.46875,5.582137161084529
13,Calum,Chambers,1,0.0,0.0,0.0,0.0,0.0,0.1594896331738437
14,Sead,Kolasinac,1,0.0,0.0,0.0,0.0,0.0,0.1594896331738437
16,Rob,Holding,1,1.25,0.0,1.3513513513513513,1.5665796344647518,1.5625,0.7974481658692184
17,Kieran,Tierney,1,0.0,0.0,0.2702702702702703,0.26109660574412535,1.5625,4.146730462519936
18,Nicolas,Pépé,1,0.0,0.0,0.0,0.0,0.26041666666666663,0.1594896331738437
19,Lucas,Torreira,1,0.0,0.0,0.0,0.0,0.0,0.0
21,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.1594896331738437
22,Edward,Nketiah,1,0.0,0.0,0.0,0.0,0.26041666666666663,0.6379585326953748
23,Emile,Smith Rowe,1,0.0,0.0,0.0,0.0,0.26041666666666663,0.1594896331738437
24,Bukayo,Saka,1,0.0,0.3597122302158274,0.8108108108108109,0.5221932114882507,0.78125,2.073365231259968
25,Matteo,Guendouzi,1,0.0,0.0,0.0,0.0,0.0,0.0
