id,first_name,second_name,team,Top_100,Top_1K,Top_10K,Top_100K,Top_1M,Overall
1,Mesut,Özil,1,0.0,0.0,0.0,0.0,0.0,0.6006006006006006
2,Sokratis,Papastathopoulos,1,0.0,0.0,0.0,0.0,0.0,0.0
3,David,Luiz Moreira Marinho,1,0.0,0.0,0.0,0.0,0.0,1.0510510510510511
4,Pierre-Emerick,Aubameyang,1,1.25,2.877697841726619,2.1621621621621623,1.5665796344647518,1.0389610389610389,8.108108108108109
5,Cédric,Soares,1,0.0,0.0,0.0,0.0,0.0,0.3003003003003003
6,Alexandre,Lacazette,1,0.0,0.0,0.0,0.0,0.5194805194805194,3.7537537537537538
7,Shkodran,Mustafi,1,0.0,0.0,0.0,0.0,0.0,0.3003003003003003
8,Bernd,Leno,1,1.25,2.158273381294964,1.6216216216216217,1.8276762402088773,2.5974025974025974,6.906906906906906
9,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.3003003003003003
10,Pablo,Marí,1,0.0,0.0,0.0,0.0,0.0,0.0
11,Héctor,Bellerín,1,0.0,1.079136690647482,0.5405405405405406,0.7832898172323759,0.2597402597402597,3.153153153153153
13,Calum,Chambers,1,0.0,0.0,0.0,0.0,0.0,0.0
14,Sead,Kolasinac,1,0.0,0.0,0.0,0.0,0.0,0.3003003003003003
16,Rob,Holding,1,5.0,4.316546762589928,5.9459459459459465,3.91644908616188,3.6363636363636362,4.654654654654655
17,Kieran,Tierney,1,1.25,1.7985611510791366,0.8108108108108109,1.5665796344647518,1.2987012987012987,6.906906906906906
18,Nicolas,Pépé,1,0.0,0.0,0.5405405405405406,0.5221932114882507,0.5194805194805194,1.2012012012012012
19,Lucas,Torreira,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
21,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0
22,Edward,Nketiah,1,0.0,0.0,0.0,0.0,0.0,0.7507507507507507
23,Emile,Smith Rowe,1,2.5,3.597122302158273,4.594594594594595,2.610966057441253,3.896103896103896,1.8018018018018018
24,Bukayo,Saka,1,7.5,5.755395683453238,5.135135135135135,7.83289817232376,9.87012987012987,9.75975975975976
25,Matteo,Guendouzi,1,0.0,0.0,0.0,0.0,0.0,0.0
26,Gabriel Teodoro,Martinelli Silva,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
