id,first_name,second_name,team,Top_100,Top_1K,Top_10K,Top_100K,Top_1M,Overall
1,Mesut,Özil,1,0.0,0.0,0.0,0.0,0.0,0.7507507507507507
2,Sokratis,Papastathopoulos,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
3,David,Luiz Moreira Marinho,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
4,Pierre-Emerick,Aubameyang,1,0.0,0.0,0.0,0.0,0.0,8.558558558558559
5,Cédric,Soares,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
6,Alexandre,Lacazette,1,0.0,0.0,0.0,0.0,0.2597402597402597,5.105105105105105
7,Shkodran,Mustafi,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
8,Bernd,Leno,1,0.0,1.7985611510791366,0.5405405405405406,1.0443864229765014,2.5974025974025974,7.3573573573573565
9,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.0
10,Pablo,Marí,1,0.0,0.0,0.0,0.0,0.0,0.0
11,Héctor,Bellerín,1,0.0,0.0,0.2702702702702703,0.5221932114882507,0.7792207792207793,3.7537537537537538
13,Calum,Chambers,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
14,Sead,Kolasinac,1,0.0,0.0,0.0,0.0,0.0,0.0
16,Rob,Holding,1,6.25,5.0359712230215825,6.486486486486487,6.005221932114883,7.012987012987012,5.255255255255255
17,Kieran,Tierney,1,0.0,0.0,0.0,0.0,1.0389610389610389,4.804804804804805
18,Nicolas,Pépé,1,0.0,0.0,0.0,0.0,0.2597402597402597,1.0510510510510511
19,Lucas,Torreira,1,0.0,0.0,0.0,0.0,0.0,0.15015015015015015
21,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0
22,Edward,Nketiah,1,0.0,0.0,0.0,0.0,0.0,0.6006006006006006
23,Emile,Smith Rowe,1,0.0,3.597122302158273,2.4324324324324325,2.8720626631853787,2.857142857142857,2.2522522522522523
24,Bukayo,Saka,1,3.75,2.158273381294964,2.9729729729729732,2.8720626631853787,7.012987012987012,8.708708708708707
25,Matteo,Guendouzi,1,0.0,0.0,0.0,0.0,0.0,0.0
26,Gabriel Teodoro,Martinelli Silva,1,0.0,0.0,0.0,0.0,0.2597402597402597,0.0
