id,Pos,Name,BV,SV,Team,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts
1,1,Leno,48,48,ARS,5,0.204,8,0.32,8,0.351,8,0.335,10,0.381
2,1,Rúnarsson,40,40,ARS,0,0,0,0,0,0,0,0,0,0
3,3,Willian,63,63,ARS,0,0,0,0,0,0,0,0,0,0
4,4,Aubameyang,99,99,ARS,80,4.875,78,4.487,74,5.148,73,4.797,74,4.079
5,2,Cédric,43,43,ARS,9,0.367,11,0.432,13,0.62,10,0.438,12,0.446
6,4,Lacazette,84,84,ARS,24,1.604,24,1.535,26,1.927,27,1.896,27,1.644
7,3,Xhaka,49,49,ARS,81,2.561,75,2.334,75,2.601,76,2.516,75,2.251
8,2,Marí,43,43,ARS,1,0.035,3,0.099,6,0.246,7,0.267,9,0.277
9,2,Bellerín,48,48,ARS,0,0,0,0,0,0,0,0,0,0
10,2,Chambers,43,43,ARS,1,0.04,1,0.039,2,0.09,2,0.086,1,0.036
11,2,Kolasinac,43,43,ARS,0,0,0,0,1,0.038,2,0.073,1,0.03
12,3,Elneny,45,45,ARS,2,0.088,1,0.044,1,0.046,2,0.09,1,0.043
13,3,Maitland-Niles,53,53,ARS,1,0.052,1,0.051,3,0.164,3,0.161,4,0.201
14,2,Holding,43,43,ARS,6,0.237,10,0.354,12,0.514,12,0.479,14,0.45
15,3,Partey,50,50,ARS,76,2.651,74,2.484,71,2.703,72,2.601,70,2.289
16,2,Tierney,49,49,ARS,84,3.43,84,3.186,81,4.009,81,3.635,79,2.695
17,3,Pépé,72,72,ARS,61,3.611,60,3.351,61,4.073,60,3.813,59,3.13
18,3,Torreira,45,45,ARS,0,0,0,0,0,0,0,0,0,0
20,4,Nketiah,54,54,ARS,0,0,0,0,1,0.079,0,0,1,0.062
21,3,Smith Rowe,53,53,ARS,39,2.209,38,2.064,41,2.531,40,2.349,42,2.139
22,3,Saka,62,62,ARS,67,3.441,68,3.309,68,3.916,68,3.704,63,2.946
23,2,Gabriel,50,50,ARS,86,3.205,82,2.84,82,3.674,80,3.272,79,2.458
24,2,Mavropanos,45,45,ARS,0,0,0,0,0,0,0,0,0,0
25,3,Guendouzi,45,45,ARS,0,0,0,0,0,0,0,0,0,0
26,3,Martinelli,53,53,ARS,17,1.08,16,0.994,18,1.246,19,1.28,21,1.212
27,2,Saliba,45,45,ARS,0,0,0,0,0,0,0,0,0,0
67,2,White,44,44,ARS,88,3.081,86,2.8,84,3.552,82,3.168,80,2.37
466,2,Tavares,43,43,ARS,5,0.216,6,0.252,7,0.331,8,0.366,9,0.364
478,3,Sambi Lokonga,49,49,ARS,18,0.799,23,0.963,23,1.038,21,0.933,25,1.011
530,4,Balogun,49,49,ARS,0,0,1,0.063,1,0.072,1,0.069,1,0.061
531,3,Nelson,50,50,ARS,0,0,0,0,0,0,0,0,0,0
532,1,Hein,40,40,ARS,0,0,0,0,0,0,0,0,0,0
558,3,Ødegaard,55,55,ARS,66,3.115,68,3.039,63,3.309,64,3.215,65,2.795
559,1,Ramsdale,45,45,ARS,84,3.416,81,3.237,81,3.561,81,3.398,79,3.012
572,1,Okonkwo,40,40,ARS,0,0,0,0,0,0,0,0,0,0
590,2,Tomiyasu,45,45,ARS,78,3.15,77,2.881,73,3.544,75,3.3,75,2.52
28,1,Steer,40,40,AVL,0,0,1,0.036,1,0.042,2,0.072,2,0.078
29,3,Hourihane,49,49,AVL,0,0,0,0,0,0,0,0,0,0
30,1,Martínez,55,55,AVL,90,3.114,88,3.162,88,3.639,87,3.107,87,3.374
31,2,Engels,45,45,AVL,0,0,0,0,0,0,0,0,0,0
32,3,Traoré,59,59,AVL,11,0.561,13,0.707,13,0.835,13,0.709,13,0.798
34,3,Sanson,50,50,AVL,0,0,0,0,0,0,4,0.182,8,0.382
35,3,McGinn,59,59,AVL,78,2.432,77,2.576,74,2.982,73,2.422,73,2.688
36,2,Hause,44,44,AVL,56,1.18,54,1.488,13,0.539,14,0.402,12,0.431
